v3,v14,v17,v12,v10,class
1.204113735,0.140270751,0.605906389,-1.283079643,0.356472428,0
0.232171175,-0.089152227,0.771782344,0.207539034,0.604858332,0
1.309684906,-0.111904431,-0.48464201,1.026820646,-0.020671192,0
0.369489067,0.863568146,-0.921310751,1.122845567,-1.125048398,0
0.378633105,0.248066379,0.3722312,-0.004812523,0.636630784,0
-0.566322641,0.086557989,-0.84922685,0.014591028,-0.494907564,0
2.130838149,-0.039563039,-0.027607487,0.076096368,0.850298539,0
1.248543664,0.134414846,-0.6153736,0.481394356,0.120945145,0
-0.00468368,0.838745231,-0.166523295,-0.91314104,0.027497223,0
0.761531738,-0.312691307,0.304238686,0.206842726,-0.348668095,0
1.190085345,0.254944205,0.49221034,0.449793781,0.073618478,0
2.105125563,-0.10566197,-0.681667627,0.275653562,-0.139639349,0
-1.907109278,-3.28131283,2.141811775,0.068592155,-1.387803579,0
2.459148865,-0.912661216,1.194064646,1.719347062,-0.7245068,0
0.398399007,-0.078038529,0.437866638,-0.004870924,-0.302968873,0
0.822707459,0.42982029,-1.326028902,0.336400065,-0.414154389,0
1.04751974,0.044905379,-0.38237324,0.672760577,-0.143398866,0
2.500685081,-0.324953194,-0.230302633,-0.656897524,-0.782582774,0
1.237660686,0.21985936,-0.119641017,0.308070374,-0.025493778,0
0.086126562,0.095660653,-0.268510241,-0.442178344,0.819019474,0
1.26981152,-0.402104315,0.286869985,0.009151443,-0.553758722,0
1.708008717,0.00262202,0.354643506,-0.392727599,-0.561087612,0
0.05305068,0.266562746,0.760405434,-0.904779445,0.660627153,0
1.91469224,-0.717020165,0.58249639,0.80140889,-0.413809043,0
2.483181066,-0.475218137,-0.654172873,1.319364266,-0.812688022,0
1.039243636,-0.825930814,-0.187050505,-0.702693008,1.471051322,0
0.866307021,0.44713754,-0.159720451,-0.660627186,-0.074345708,0
0.639098731,-0.079007998,0.291449611,0.463686493,-0.154011337,0
1.528349319,0.237790467,-0.148510222,0.766800488,0.024180927,0
1.646858955,-0.346895077,-0.567582829,0.326480662,0.522619197,0
0.075970689,0.047181964,0.697412468,-0.318508749,0.628250246,0
2.0852193,-0.692182822,-0.443677885,0.410054302,1.180909088,0
1.388783927,0.023016698,0.251538002,-1.129043024,-0.446609317,0
1.238048483,-0.167449241,0.077343953,0.130503542,-0.222529949,0
0.743895177,-0.577819617,-0.115117935,0.061553432,0.5558487,0
-0.23478968,0.24730663,-0.286637388,-0.248552979,-0.095784549,0
2.120098081,-0.223089239,1.312456784,-0.230717894,0.526150852,0
1.483560766,0.529648428,-1.300911169,0.084657468,-0.796793466,0
-0.100521243,-0.040907972,0.044953477,-0.675784647,-0.285267331,0
2.343015439,0.007801616,0.126275471,0.003899618,1.039035215,0
0.129479333,0.624386031,-0.383792597,1.091928659,-0.000876829,0
-0.474115508,0.458799211,-0.450874998,-0.455456815,-1.08256441,0
0.764054539,-0.000126309,0.032875108,-0.580055684,0.740525922,0
0.943403121,-0.501361672,-0.302969794,-0.298065955,-0.514711563,0
0.489782385,0.226887057,-0.384820549,0.451741845,0.546850624,0
1.048850426,0.623069719,0.100992765,-0.156517311,-0.900321193,0
-0.649188797,0.370833945,-0.421353422,-0.020883472,-0.193803369,0
0.132047593,-0.071516724,0.664736327,-0.027012299,0.63059454,0
1.129901502,0.345965858,-0.459887153,0.473708294,-0.119767048,0
0.922383,0.150571556,0.033663099,0.866862603,-0.691780374,0
0.1542791,0.163172209,1.302840649,1.932735403,-0.868416478,0
0.904343991,-0.385013729,0.440916666,0.668581935,-0.26853971,0
-0.402155486,0.58994345,0.154325023,-0.062026329,0.62910527,0
1.781662229,0.243344374,-0.842451823,0.83671406,-0.274340114,0
2.2902707,0.65702315,-0.072521187,0.051340344,-0.269501706,0
1.085873311,-0.03609496,0.03166699,0.211256713,0.744618736,0
0.372176784,1.088450633,0.030753457,1.592018985,-0.7562639,0
0.883425211,-0.182493308,-0.877950705,-0.0400734,0.611542732,0
0.262260633,0.273508434,0.275929952,0.482047203,-0.193583257,0
1.931284545,0.11458485,-0.042577044,-0.300221723,0.49651298,0
0.348168428,0.056602972,0.886354064,-0.106718954,0.644107318,0
1.620462672,0.107011859,-0.74423956,0.247080539,-0.635799329,0
0.596151397,-0.388608833,0.163698636,0.069055059,0.569930338,0
0.512065793,0.026706929,0.988109102,-1.441647749,1.432911513,0
1.090551705,-0.372838751,0.289204854,-0.508233054,1.893337722,0
0.287704794,-0.186588148,0.023516221,-0.02996408,-0.271373796,0
-0.655923727,1.946221298,-0.303425873,-0.497130556,-0.905899933,0
1.655434951,0.087012577,-0.382667127,-0.628928534,0.953071476,0
0.938825217,-0.411282138,1.209370862,-1.082329872,0.263443311,0
1.290054261,-0.401958309,0.01639376,-0.151946917,-0.508704214,0
2.622580958,-0.32697039,0.296028868,-0.035908202,-0.79447875,0
2.674928065,-0.406987494,-0.754873622,0.536329495,-0.540889788,0
0.243410892,0.014961529,0.80175444,-0.087827644,0.631791704,0
0.153202167,0.284420461,0.622972633,-0.878662231,1.539019232,0
1.026018625,-0.324550744,1.12885713,0.830422589,-0.588436904,0
2.052883832,0.437885736,0.009354615,0.790254604,-0.12770138,0
0.979141813,-0.043256938,-0.424514269,0.311714144,-0.249199227,0
0.294731464,0.711218284,0.081445421,-0.239782805,-0.42234237,0
2.099548232,-0.096730288,1.146922903,-0.792667517,1.187301705,0
2.357038258,0.189611312,-0.716259586,-0.071543978,0.060690277,0
0.596329724,-0.225830466,0.14640116,0.755966971,-1.210812248,0
0.213819729,0.740229209,0.04134441,0.522949228,0.91372264,0
0.232507145,-0.174348548,-0.642386993,-0.770368997,-0.381393797,0
1.57915539,0.34659563,0.241772904,0.678607847,-0.478011599,0
2.356208438,-0.010139855,1.128425103,-0.359933629,-0.234796873,0
0.04890204,-0.048018131,0.545741127,0.081695525,0.65636705,0
1.393540901,-0.621315141,-0.646327711,1.61962711,0.549213046,0
-0.360676171,0.245624227,-0.19438604,-0.255194186,-1.156521756,0
-0.173697187,-0.108372104,-0.149978343,-0.991193424,1.649596352,0
-0.311904227,-0.191319264,-0.011668702,-0.233962823,1.386530353,0
1.063285588,-0.409873926,0.636945283,0.291666428,0.572911614,0
1.635497644,-0.234119806,0.025854563,0.388466869,-0.578136521,0
1.259557859,-0.026089384,-1.324742544,-0.113427377,-0.14193241,0
0.76186987,-0.220410487,0.458569425,0.842725141,-0.274381517,0
1.383198921,-0.196840011,-0.663515661,0.611797409,-0.360733628,0
0.734558787,-0.010421806,1.592073404,0.515500919,-1.4302477,0
0.432876967,0.158949877,0.205731865,0.201035327,-0.043358558,0
-0.554111764,0.07797137,-0.146046083,-1.016044123,0.320461917,0
1.721463381,-0.028804093,-0.329039104,0.574506711,-0.339055908,0
-0.194440286,0.289638279,1.31252913,-0.041507538,-3.838249851,0
0.229209004,0.361860441,-1.524534731,0.827245971,-0.927804605,0
2.433518939,-0.208927865,0.650034166,0.359473665,-0.748607267,0
1.159671675,0.303694441,0.546855294,1.224613787,-0.298851417,0
2.209399349,-0.394770082,0.24951824,-1.517753628,0.656861312,0
0.755423541,0.547365047,-0.244049539,0.648339221,-0.136166021,0
0.820510344,1.307749511,0.198628653,1.292528882,-1.623658053,0
1.37287875,-0.210589276,0.29707094,-1.147009597,-0.291044832,0
2.449658749,-0.687496362,-0.144278452,0.087665136,1.383530257,0
1.752672765,-0.110559742,-1.230259155,0.433124857,0.282783849,0
1.128391299,0.666600127,0.459840889,0.130455592,-0.185406158,0
1.142491098,-0.124974614,-0.054519819,0.321494599,-0.369623988,0
-1.049135469,0.643253883,0.011919861,-0.490026718,-0.211562649,0
0.041744598,-0.012274241,-0.715413426,0.234999251,0.693040703,0
2.379768815,-0.038297535,-0.152940238,0.085723752,-0.589629702,0
0.57164329,0.180455856,-0.136795654,0.962185423,-0.090744086,0
1.896272401,0.010327864,-0.73993698,0.28888168,-0.767655544,0
1.547719288,-3.38652926,-1.597495226,-0.586358908,6.014744211,0
-0.206990882,-0.123442049,-0.208755282,0.287509847,0.344805628,0
1.003634799,0.318134795,-0.433768014,0.999916255,0.042650196,0
1.330124864,0.203436781,-0.422170527,-0.091257805,-0.294838922,0
0.323084976,0.310889345,-0.272839356,0.494454415,-0.288211987,0
0.484154383,0.401555326,-0.617512484,0.01387913,-1.203710316,0
1.116234624,-0.472062802,-0.071309484,-1.471392149,0.801181582,0
1.652044314,-0.487399542,-0.102839317,0.899926519,-0.345291175,0
0.542516618,0.201326316,0.021975755,0.369319236,0.68679389,0
1.557541337,-0.703824721,-0.498193625,0.939931512,0.4503985,0
2.41000406,-0.407612024,0.308753681,0.691232415,0.375650969,0
-0.031073248,0.290322235,-0.891184884,-0.245117249,-0.249405808,0
2.711439559,-0.168297074,-0.118750543,-0.337090216,0.922080446,0
0.550462444,0.162941879,-0.431889488,0.99437553,-0.014690721,0
1.96330749,-0.227548662,0.311090429,-0.172128813,-0.798588299,0
0.151695132,-0.740835407,0.434010285,1.694727988,-1.723927658,0
0.917430891,0.367651615,0.319412928,0.63116135,0.215673147,0
-0.320931042,0.698093988,-0.530086363,0.934274761,-0.092819952,0
1.901188181,-0.231906464,0.264157421,-0.10386481,-0.798715613,0
0.605080732,0.344318357,-0.359148423,1.563639192,0.039225625,0
2.465293009,-0.100031922,-0.122678202,0.800395026,1.364637325,0
1.260302891,-0.293744436,0.195705365,-0.337897446,-1.002146015,0
0.472559274,-0.085387743,-0.169991373,0.307872188,0.760850878,0
1.620380107,-0.03831421,-0.54319475,0.476325431,0.687015246,0
1.64930991,0.138407853,-0.868624094,0.29005007,0.777443448,0
0.878635368,0.917716345,0.324611004,-0.462281196,-0.454203335,0
1.451432002,-0.428907821,0.002836502,0.772729741,-0.258778133,0
-0.651447592,0.520373992,-0.240509603,0.134892839,-0.774028207,0
0.506246336,-0.782096769,-0.418853035,-0.224316565,0.391707985,0
-0.387278269,0.74621213,-0.554223236,-0.139975139,-0.437983833,0
0.226686209,-0.252152472,0.352531213,-1.268198293,1.453559063,0
0.946560499,-0.04752286,0.010782296,0.307399141,-0.276644486,0
-0.181477389,-0.782567979,0.73130267,-0.608938235,0.353260901,0
-0.153856115,-0.300534467,0.588175033,-0.205500994,1.451105549,0
-0.293049633,0.533844587,0.065842237,0.337272005,-0.34072109,0
0.087038178,-0.470437959,-1.348510272,-0.11755378,2.076544064,0
1.016034712,-0.12086054,0.228509939,0.843799444,-0.339399973,0
0.793179683,-0.658387842,0.505693916,0.383912506,-0.425240117,0
0.673913066,-0.258096987,-0.909855808,0.604519612,-0.074115669,0
0.676119679,-0.132742874,0.463236697,-0.070719839,-0.1518828,0
0.669736669,0.229335394,0.210779812,-0.150897031,-0.362244299,0
-0.492419147,0.833657057,-0.365056391,-0.603365269,0.21456248,0
1.731314134,-0.026240267,-1.104369821,0.165499499,-0.189586611,0
0.402831288,-0.226576217,0.39485841,0.398606186,-0.329932212,0
-2.738125647,-2.725379385,-1.479984204,0.312478888,4.385686155,0
-0.767049803,-0.370602689,-0.129910208,-1.04861143,1.488627383,0
0.894405771,-0.200197876,-1.07301529,-0.020804443,-0.141231418,0
1.367728823,-0.150472641,-0.476369139,0.764959031,-0.485903686,0
-0.886860018,0.346678606,-1.146753199,-0.299635853,0.748677586,0
0.687460213,0.519095285,-0.492207252,0.98329078,-0.255711905,0
0.906656328,-0.851449945,0.166712167,-0.13061534,1.411344489,0
0.284181364,0.062224955,0.057138545,0.673936314,-0.139577388,0
0.41624551,0.445988938,0.540343014,0.639663872,-0.315459298,0
-0.603144496,-0.929900531,0.418465227,-0.792003996,-0.538906785,0
1.131294235,-0.150700444,0.167485777,-0.047213881,-0.278625583,0
1.988874274,-0.529292018,-0.581223448,-0.313080292,-0.067181453,0
0.130689511,-0.35252473,-0.556273512,-0.284925096,0.670428087,0
0.834450962,0.229185143,-0.289504634,-1.123220235,-0.115114987,0
0.132956752,0.133014379,1.51351215,-0.411206118,0.414894758,0
2.196802771,0.165604888,0.409619023,0.770188282,-0.055818598,0
1.63080913,-0.706476894,-0.06523501,-1.67801249,0.801618434,0
0.612625864,0.382487025,-0.761327218,0.267904314,0.051735249,0
-0.776770155,1.026299727,-0.391442817,0.0233002,-0.542759519,0
0.104189604,0.739041458,-0.748147174,0.341094245,0.18336891,0
0.690314951,-0.370170716,-0.735870543,-0.175721296,-0.189200155,0
1.306097043,0.199346425,0.149144835,0.471245992,-0.20384902,0
0.250142546,0.901021372,0.078149653,0.58552656,-0.377104327,0
0.289031139,-0.221605828,-0.073537672,0.614923981,0.671430105,0
1.361732769,-0.05077031,-0.231769934,0.169418475,-0.050770665,0
0.503435053,0.425928612,-0.473290364,0.57710841,-0.064628621,0
2.513954305,-0.772466834,-0.216203167,0.714375094,-0.662035431,0
2.526632002,-0.339155668,-0.398609551,0.10107627,-0.081376727,0
-0.472399225,-0.670479896,0.653353785,0.158250462,-0.414835626,0
-0.168068594,-0.461212572,0.45679689,-0.497970304,1.364711557,0
1.18535212,0.12814735,-0.400944729,-0.181786705,-0.261744838,0
-0.179994513,0.677328774,-0.978089498,0.351667013,0.893663823,0
2.445032264,0.20784032,-0.505895369,0.362365356,0.167160384,0
-0.073676626,0.314863849,-0.737990576,-0.007409931,0.001278376,0
1.829141016,0.111503313,-1.130529369,0.501499041,-0.363099364,0
0.889248029,0.193345519,-1.040774962,0.096553835,0.333336354,0
1.215088699,0.160509457,-0.974964539,1.023310563,-1.217128283,0
0.339449057,0.563760397,-0.247423596,0.706073179,-0.049563753,0
1.663452858,-0.374138889,-0.300621784,-0.342125111,-0.998332172,0
0.954609314,-0.622687832,-0.613661759,0.778245057,-0.233928283,0
0.800311179,0.416564028,-0.911628926,1.182519889,-1.41096782,0
0.190501548,-0.144656055,-0.387074641,0.903545847,-0.118298974,0
1.243073148,-0.241395639,-0.16411294,1.37524457,-0.125345957,0
0.229170188,0.484320453,-0.129380891,0.11472096,-0.034252053,0
1.404880141,-0.322347571,-0.081339718,0.413580516,0.527751272,0
-2.251844886,-0.253639155,0.496087883,-0.529863904,-0.10846168,0
-0.124552675,0.589217139,-0.307224613,0.15023535,0.046095463,0
1.400520495,-0.88309538,0.423775262,-1.040827868,-0.30864577,0
1.290610164,-0.388420073,0.018733033,-0.188286522,-0.503081489,0
0.291130072,0.793105208,-0.084089275,0.818486294,-0.051158231,0
2.72230657,-0.056026588,-1.213702353,0.098718041,-0.415448264,0
0.40788997,-0.030266226,-0.168195202,0.860623754,-0.106508286,0
1.323514523,0.346239118,-0.084543849,0.847970287,-0.285795434,0
0.670645502,0.134160495,-0.131745411,0.35759363,0.000812319,0
0.254669141,0.228159632,-0.858781757,-0.306794235,-0.148603168,0
1.620831336,-0.394904706,0.641247608,-0.138020609,0.092200227,0
0.739930533,0.374902503,-0.643512469,0.196981949,-1.225015362,0
0.703246835,0.068157232,-0.748111144,0.656184448,1.386030599,0
1.201888941,0.043247364,-0.882242927,0.649867733,-0.359090497,0
0.468763645,-0.033236874,-0.425052679,0.109086261,-0.046110585,0
1.178607714,-0.044169563,-0.177951974,-0.073850796,0.004624083,0
